Fight,OUTCOME
Mark Hominick  vs. Eddie Yagin ,L/W
Mark Bocek  vs. John Alessio ,W/L
Travis Browne  vs. Chad Griggs ,W/L
Matt Brown  vs. Stephen Thompson ,W/L
John Makdessi  vs. Anthony Njokuani ,L/W
Mac Danzig  vs. Efrain Escudero ,W/L
Keith Wisniewski  vs. Chris Clements ,L/W
Marcus Brimage  vs. Maximo Blanco ,W/L
Alexander Gustafsson  vs. Thiago Silva ,W/L
Brian Stann  vs. Alessio Sakara ,W/L
Paulo Thiago  vs. Siyar Bahadurzada ,L/W
Dennis Siver  vs. Diego Nunes ,W/L
DaMarques Johnson  vs. John Maguire ,L/W
Brad Pickett  vs. Damacio Page ,W/L
Papy Abedi  vs. James Head ,L/W
Cyrille Diabate  vs. Tom DeBlass ,W/L
Francis Carmont  vs. Magnus Cedenblad ,W/L
Reza Madadi  vs. Yoislandy Izquierdo ,W/L
Simeon Thoresen  vs. Besam Yousef ,W/L
Jason Young  vs. Eric Wisely ,W/L
Thiago Alves  vs. Martin Kampmann ,L/W
Joseph Benavidez  vs. Yasuhiro Urushitani ,W/L
Demetrious Johnson  vs. Ian McCall ,D/D
Court McGee  vs. Constantinos Philippou ,L/W
James Te Huna  vs. Aaron Rosa ,W/L
Anthony Perosh  vs. Nick Penner ,W/L
Cole Miller  vs. Steven Siler ,L/W
Kyle Noke  vs. Andrew Craig ,L/W
TJ Waldburger  vs. Jake Hecht ,W/L
Mackens Semerzier  vs. Daniel Pineda ,L/W
Oli Thompson  vs. Shawn Jordan ,L/W
Frankie Edgar  vs. Benson Henderson ,L/W
Quinton Jackson  vs. Ryan Bader ,L/W
Mark Hunt  vs. Cheick Kongo ,W/L
Yoshihiro Akiyama  vs. Jake Shields ,L/W
Yushin Okami  vs. Tim Boetsch ,L/W
Hatsu Hioki  vs. Bart Palaszewski ,W/L
Anthony Pettis  vs. Joe Lauzon ,W/L
Takanori Gomi  vs. Eiji Mitsuoka ,W/L
Norifumi Yamamoto  vs. Vaughan Lee ,L/W
Riki Fukuda  vs. Steve Cantwell ,W/L
Takeya Mizugaki  vs. Chris Cariaso ,L/W
Zhang Tiequan  vs. Issei Tamura ,L/W
Diego Sanchez  vs. Jake Ellenberger ,L/W
Stefan Struve  vs. Dave Herman ,W/L
Aaron Simpson  vs. Ronny Markes ,L/W
Stipe Miocic  vs. Philip De Fries ,W/L
TJ Dillashaw  vs. Walel Watson ,W/L
Ivan Menjivar  vs. John Albert ,W/L
Jonathan Brookins  vs. Vagner Rocha ,W/L
Anton Kuivanen  vs. Justin Salas ,L/W
Tim Means  vs. Bernardo Magalhaes ,W/L
Nick Diaz  vs. Carlos Condit ,L/W
Roy Nelson  vs. Fabricio Werdum ,L/W
Josh Koscheck  vs. Mike Pierce ,W/L
Renan Barao  vs. Scott Jorgensen ,W/L
Ed Herman  vs. Clifford Starks ,W/L
Dustin Poirier  vs. Max Holloway ,W/L
Alex Caceres  vs. Edwin Figueroa ,L/W
Matt Brown  vs. Chris Cope ,W/L
Matthew Riddle  vs. Henry Martinez ,W/L
Rafael Natal  vs. Michael Kuiper ,W/L
Dan Stittgen  vs. Stephen Thompson ,L/W
Rashad Evans  vs. Phil Davis ,W/L
Chael Sonnen  vs. Michael Bisping ,W/L
Demian Maia  vs. Chris Weidman ,L/W
Evan Dunham  vs. Nik Lentz ,W/L
Mike Russow  vs. Jon Olav Einemo ,W/L
Cub Swanson  vs. George Roop ,W/L
Charles Oliveira  vs. Eric Wisely ,W/L
Michael Johnson  vs. Shane Roller ,W/L
Joey Beltran  vs. Lavar Johnson ,L/W
Chris Camozzi  vs. Dustin Jacoby ,W/L
Melvin Guillard  vs. Jim Miller ,L/W
Duane Ludwig  vs. Josh Neer ,L/W
Mike Easton  vs. Jared Papazian ,W/L
Pat Barry  vs. Christian Morecraft ,W/L
Jorge Rivera  vs. Eric Schafer ,W/L
Kamal Shalorus  vs. Khabib Nurmagomedov ,L/W
Charlie Brenneman  vs. Daniel Roberts ,W/L
Fabricio Camoes  vs. Tommy Hayden ,W/L
Daniel Pineda  vs. Pat Schilling ,W/L
Joseph Sandoval  vs. Nick Denis ,L/W
Jose Aldo  vs. Chad Mendes ,W/L
Vitor Belfort  vs. Anthony Johnson ,W/L
Rousimar Palhares  vs. Mike Massenzio ,W/L
Erick Silva  vs. Carlo Prater ,L/W
Edson Barboza  vs. Terry Etim ,W/L
Thiago Tavares  vs. Sam Stout ,W/L
Gabriel Gonzaga  vs. Ednaldo Oliveira ,W/L
Iuri Alcantara  vs. Michihiro Omigawa ,W/L
Ricardo Funch  vs. Mike Pyle ,L/W
Felipe Arantes  vs. Antonio Carvalho ,W/L
Brock Lesnar  vs. Alistair Overeem ,L/W
Nate Diaz  vs. Donald Cerrone ,W/L
Jon Fitch  vs. Johny Hendricks ,L/W
Vladimir Matyushenko  vs. Alexander Gustafsson ,L/W
Nam Phan  vs. Jimy Hettes ,L/W
Ross Pearson  vs. Junior Assuncao ,W/L
Anthony Njokuani  vs. Danny Castillo ,L/W
Dong Hyun Kim  vs. Sean Pierson ,W/L
Jacob Volkmann  vs. Efrain Escudero ,W/L
Manvel Gamburyan  vs. Diego Nunes ,L/W
Jon Jones  vs. Lyoto Machida ,W/L
Frank Mir  vs. Antonio Rodrigo Nogueira ,W/L
Tito Ortiz  vs. Rogerio Nogueira ,L/W
Claude Patrick  vs. Brian Ebersole ,L/W
Mark Hominick  vs. Chan Sung Jung ,L/W
Krzysztof Soszynski  vs. Igor Pokrajac ,L/W
Jared Hamman  vs. Constantinos Philippou ,L/W
John Makdessi  vs. Dennis Hallman ,L/W
Walel Watson  vs. Yves Jabouin ,L/W
Mark Bocek  vs. Nik Lentz ,W/L
Rich Attonito  vs. Jake Hecht ,L/W
Mitch Clarke  vs. John Cholish ,L/W
Michael Bisping  vs. Jason Miller ,W/L
Diego Brandao  vs. Dennis Bermudez ,W/L
TJ Dillashaw  vs. John Dodson ,L/W
Tony Ferguson  vs. Yves Edwards ,W/L
Louis Gaudinot  vs. Johnny Bedford ,L/W
Marcus Brimage  vs. Stephen Bass ,W/L
Dustin Pague  vs. John Albert ,L/W
Roland Delorme  vs. Josh Ferguson ,W/L
Steven Siler  vs. Josh Clopton ,W/L
Bryan Caraway  vs. Dustin Neace ,W/L
Mauricio Rua  vs. Dan Henderson ,L/W
Wanderlei Silva  vs. Cung Le ,W/L
Urijah Faber  vs. Brian Bowles ,W/L
Rick Story  vs. Martin Kampmann ,L/W
Stephan Bonnar  vs. Kyle Kingsbury ,W/L
Ryan Bader  vs. Jason Brilz ,W/L
Michael McDonald  vs. Alex Soto ,W/L
Tom Lawlor  vs. Chris Weidman ,L/W
Gleison Tibau  vs. Rafael Dos Anjos ,W/L
Miguel Torres  vs. Nick Pace ,W/L
Matt Brown  vs. Seth Baczynski ,L/W
Danny Castillo  vs. Shamar Bailey ,W/L
Cain Velasquez  vs. Junior Dos Santos ,L/W
Clay Guida  vs. Benson Henderson ,L/W
Dustin Poirier  vs. Pablo Garza ,W/L
Cub Swanson  vs. Ricardo Lamas ,L/W
DaMarques Johnson  vs. Clay Harvison ,W/L
Norifumi Yamamoto  vs. Darren Uyenoyama ,L/W
Mackens Semerzier  vs. Robert Peralta ,NC/NC
Alex Caceres  vs. Cole Escovedo ,W/L
Mike Pierce  vs. Paul Bradley ,W/L
Aaron Rosa  vs. Matt Lucas ,W/L
Chris Leben  vs. Mark Munoz ,L/W
Brad Pickett  vs. Renan Barao ,L/W
Thiago Alves  vs. Papy Abedi ,W/L
Cyrille Diabate  vs. Anthony Perosh ,L/W
Terry Etim  vs. Edward Faaloloto ,W/L
John Maguire  vs. Justin Edwards ,W/L
Rob Broughton  vs. Philip De Fries ,L/W
Michihiro Omigawa  vs. Jason Young ,W/L
Chris Cope  vs. Che Mills ,L/W
Chris Cariaso  vs. Vaughan Lee ,W/L
BJ Penn  vs. Nick Diaz ,L/W
Cheick Kongo  vs. Matt Mitrione ,W/L
Mirko Filipovic  vs. Roy Nelson ,L/W
Scott Jorgensen  vs. Jeff Curran ,W/L
Hatsu Hioki  vs. George Roop ,W/L
Dennis Siver  vs. Donald Cerrone ,L/W
Tyson Griffin  vs. Bart Palaszewski ,L/W
Brandon Vera  vs. Eliot Marshall ,W/L
Ramsey Nijem  vs. Danny Downes ,W/L
Chris Camozzi  vs. Francis Carmont ,L/W
Dustin Jacoby  vs. Clifford Starks ,L/W
Frankie Edgar  vs. Gray Maynard ,W/L
Jose Aldo  vs. Kenny Florian ,W/L
Chael Sonnen  vs. Brian Stann ,W/L
Leonard Garcia  vs. Nam Phan ,L/W
Melvin Guillard  vs. Joe Lauzon ,L/W
Demian Maia  vs. Jorge Santiago ,W/L
Anthony Pettis  vs. Jeremy Stephens ,W/L
Joey Beltran  vs. Stipe Miocic ,L/W
Zhang Tiequan  vs. Darren Elkins ,L/W
Aaron Simpson  vs. Eric Schafer ,W/L
Steve Cantwell  vs. Mike Massenzio ,L/W
Dominick Cruz  vs. Demetrious Johnson ,W/L
Pat Barry  vs. Stefan Struve ,L/W
Anthony Johnson  vs. Charlie Brenneman ,W/L
Matt Wiman  vs. Mac Danzig ,W/L
Yves Edwards  vs. Rafaello Oliveira ,W/L
Michael Johnson  vs. Paul Sass ,L/W
Mike Easton  vs. Byron Bloodworth ,W/L
Shane Roller  vs. TJ Grant ,L/W
Josh Neer  vs. Keith Wisniewski ,W/L
Walel Watson  vs. Joseph Sandoval ,W/L
Jon Jones  vs. Quinton Jackson ,W/L
Matt Hughes  vs. Josh Koscheck ,L/W
Ben Rothwell  vs. Mark Hunt ,L/W
Travis Browne  vs. Rob Broughton ,W/L
Nate Diaz  vs. Takanori Gomi ,W/L
Tony Ferguson  vs. Aaron Riley ,W/L
Nick Ring  vs. Tim Boetsch ,L/W
Junior Assuncao  vs. Eddie Yagin ,W/L
Takeya Mizugaki  vs. Cole Escovedo ,W/L
James Te Huna  vs. Ricardo Romero ,W/L
Jake Shields  vs. Jake Ellenberger ,L/W
Court McGee  vs. Dongi Yang ,W/L
Jonathan Brookins  vs. Erik Koch ,L/W
Alan Belcher  vs. Jason MacDonald ,W/L
Cody McKenzie  vs. Vagner Rocha ,L/W
Evan Dunham  vs. Shamar Bailey ,W/L
Matthew Riddle  vs. Lance Benoist ,L/W
Ken Stone  vs. Donny Walker ,W/L
Clay Harvison  vs. Seth Baczynski ,L/W
TJ Waldburger  vs. Mike Stumpf ,W/L
Robert Peralta  vs. Mike Lullo ,W/L
Justin Edwards  vs. Jorge Lopez ,W/L
Anderson Silva  vs. Yushin Okami ,W/L
Mauricio Rua  vs. Forrest Griffin ,W/L
Ross Pearson  vs. Edson Barboza ,L/W
Antonio Rodrigo Nogueira  vs. Brendan Schaub ,W/L
Luiz Cane  vs. Stanislav Nedkov ,L/W
Thiago Tavares  vs. Spencer Fisher ,W/L
Rousimar Palhares  vs. Dan Miller ,W/L
Paulo Thiago  vs. David Mitchell ,W/L
Raphael Assuncao  vs. Johnny Eduardo ,W/L
Erick Silva  vs. Luis Ramos ,W/L
Iuri Alcantara  vs. Felipe Arantes ,W/L
Yves Jabouin  vs. Ian Loveland ,W/L
Dan Hardy  vs. Chris Lytle ,L/W
Jim Miller  vs. Benson Henderson ,L/W
Donald Cerrone  vs. Charles Oliveira ,W/L
Amir Sadollah  vs. Duane Ludwig ,L/W
CB Dollaway  vs. Jared Hamman ,L/W
Joseph Benavidez  vs. Eddie Wineland ,W/L
Ed Herman  vs. Kyle Noke ,W/L
Ronny Markes  vs. Karlos Vemola ,W/L
Jimy Hettes  vs. Alex Caceres ,W/L
Cole Miller  vs. TJ O'Brien ,W/L
Jacob Volkmann  vs. Danny Castillo ,W/L
Edwin Figueroa  vs. Jason Reinhardt ,W/L
Rashad Evans  vs. Tito Ortiz ,W/L
Vitor Belfort  vs. Yoshihiro Akiyama ,W/L
Dennis Hallman  vs. Brian Ebersole ,L/W
Jorge Rivera  vs. Constantinos Philippou ,L/W
Rory MacDonald  vs. Mike Pyle ,W/L
Matt Hamill  vs. Alexander Gustafsson ,L/W
Chad Mendes  vs. Rani Yahya ,W/L
Ivan Menjivar  vs. Nick Pace ,W/L
Johny Hendricks  vs. Mike Pierce ,W/L
Mike Brown  vs. Nam Phan ,W/L
Rafael Natal  vs. Paul Bradley ,W/L
Dominick Cruz  vs. Urijah Faber ,W/L
Wanderlei Silva  vs. Chris Leben ,L/W
Dennis Siver  vs. Matt Wiman ,W/L
Tito Ortiz  vs. Ryan Bader ,W/L
Carlos Condit  vs. Dong Hyun Kim ,W/L
Melvin Guillard  vs. Shane Roller ,W/L
George Sotiropoulos  vs. Rafael Dos Anjos ,L/W
Brian Bowles  vs. Takeya Mizugaki ,W/L
Brad Tavares  vs. Aaron Simpson ,L/W
Anthony Njokuani  vs. Andre Winner ,W/L
Jeff Hougland  vs. Donny Walker ,W/L
Cheick Kongo  vs. Pat Barry ,W/L
Charlie Brenneman  vs. Rick Story ,W/L
Matt Brown  vs. John Howard ,W/L
Christian Morecraft  vs. Matt Mitrione ,L/W
Tyson Griffin  vs. Manvel Gamburyan ,W/L
Joe Stevenson  vs. Javier Vazquez ,L/W
Joe Lauzon  vs. Curt Warburton ,W/L
Daniel Roberts  vs. Rich Attonito ,L/W
Nik Lentz  vs. Charles Oliveira ,NC/NC
Ricardo Lamas  vs. Matt Grice ,W/L
Michael Johnson  vs. Edward Faaloloto ,W/L
Shane Carwin  vs. Junior Dos Santos ,L/W
Kenny Florian  vs. Diego Nunes ,W/L
Mark Munoz  vs. Demian Maia ,W/L
Dave Herman  vs. Jon Olav Einemo ,W/L
Vagner Rocha  vs. Donald Cerrone ,L/W
Yves Edwards  vs. Sam Stout ,L/W
Jesse Bongfeldt  vs. Chris Weidman ,L/W
Mike Massenzio  vs. Krzysztof Soszynski ,L/W
Nick Ring  vs. James Head ,W/L
Dustin Poirier  vs. Jason Young ,W/L
Joey Beltran  vs. Aaron Rosa ,W/L
Darren Elkins  vs. Michihiro Omigawa ,W/L
Ramsey Nijem  vs. Tony Ferguson ,L/W
Clay Guida  vs. Anthony Pettis ,W/L
Ed Herman  vs. Tim Credeur ,W/L
Fabio Maldonado  vs. Kyle Kingsbury ,L/W
Chuck O'Neil  vs. Chris Cope ,L/W
Danny Downes  vs. Jeremy Stephens ,L/W
Josh Grispi  vs. George Roop ,L/W
Ryan McGillivray  vs. Shamar Bailey ,L/W
Clay Harvison  vs. Justin Edwards ,W/L
Scott Jorgensen  vs. Ken Stone ,W/L
Reuben Duran  vs. Francisco Rivera ,W/L
Quinton Jackson  vs. Matt Hamill ,W/L
Frank Mir  vs. Roy Nelson ,W/L
Stefan Struve  vs. Travis Browne ,L/W
Thiago Alves  vs. Rick Story ,L/W
Brian Stann  vs. Jorge Santiago ,W/L
Miguel Torres  vs. Demetrious Johnson ,L/W
Kendall Grove  vs. Tim Boetsch ,L/W
Gleison Tibau  vs. Rafaello Oliveira ,W/L
Michael McDonald  vs. Chris Cariaso ,W/L
Cole Escovedo  vs. Renan Barao ,L/W
Georges St-Pierre  vs. Jake Shields ,W/L
Jose Aldo  vs. Mark Hominick ,W/L
Lyoto Machida  vs. Randy Couture ,W/L
Vladimir Matyushenko  vs. Jason Brilz ,W/L
Mark Bocek  vs. Benson Henderson ,L/W
Nate Diaz  vs. Rory MacDonald ,L/W
Jake Ellenberger  vs. Sean Pierson ,W/L
Daniel Roberts  vs. Claude Patrick ,L/W
Ivan Menjivar  vs. Charlie Valencia ,W/L
Jason MacDonald  vs. Ryan Jensen ,W/L
John Makdessi  vs. Kyle Watson ,W/L
Yves Jabouin  vs. Pablo Garza ,L/W
Phil Davis  vs. Rogerio Nogueira ,W/L
Anthony Johnson  vs. Dan Hardy ,W/L
DaMarques Johnson  vs. Amir Sadollah ,L/W
Chan Sung Jung  vs. Leonard Garcia ,W/L
Jon Madsen  vs. Mike Russow ,L/W
Alex Caceres  vs. Mackens Semerzier ,L/W
John Hathaway  vs. Kris McCray ,W/L
Michael McDonald  vs. Edwin Figueroa ,W/L
Sean McCorkle  vs. Christian Morecraft ,L/W
Johny Hendricks  vs. TJ Waldburger ,W/L
Mario Miranda  vs. Aaron Simpson ,L/W
Waylon Lowe  vs. Nik Lentz ,L/W
Mauricio Rua  vs. Jon Jones ,L/W
Urijah Faber  vs. Eddie Wineland ,W/L
Jim Miller  vs. Kamal Shalorus ,W/L
Dan Miller  vs. Nate Marquardt ,L/W
Mirko Filipovic  vs. Brendan Schaub ,L/W
Luiz Cane  vs. Eliot Marshall ,W/L
Edson Barboza  vs. Anthony Njokuani ,W/L
Ricardo Almeida  vs. Mike Pyle ,L/W
Kurt Pellegrino  vs. Gleison Tibau ,L/W
Joseph Benavidez  vs. Ian Loveland ,W/L
Constantinos Philippou  vs. Nick Catone ,L/W
Erik Koch  vs. Raphael Assuncao ,W/L
Diego Sanchez  vs. Martin Kampmann ,W/L
CB Dollaway  vs. Mark Munoz ,L/W
Alessio Sakara  vs. Chris Weidman ,L/W
Brian Bowles  vs. Damacio Page ,W/L
Steve Cantwell  vs. Cyrille Diabate ,L/W
Joe Stevenson  vs. Danny Castillo ,L/W
Thiago Tavares  vs. Shane Roller ,L/W
Takeya Mizugaki  vs. Reuben Duran ,W/L
Rob Kimmons  vs. Dongi Yang ,L/W
David Branch  vs. Rousimar Palhares ,L/W
Igor Pokrajac  vs. Todd Brown ,W/L
BJ Penn  vs. Jon Fitch ,D/D
Michael Bisping  vs. Jorge Rivera ,W/L
George Sotiropoulos  vs. Dennis Siver ,L/W
Brian Ebersole  vs. Chris Lytle ,W/L
Chris Camozzi  vs. Kyle Noke ,L/W
Ross Pearson  vs. Spencer Fisher ,W/L
Alexander Gustafsson  vs. James Te Huna ,W/L
Nick Ring  vs. Riki Fukuda ,W/L
Tom Blackledge  vs. Anthony Perosh ,L/W
Zhang Tiequan  vs. Jason Reinhardt ,W/L
Mark Hunt  vs. Chris Tuchscherer ,W/L
Maciej Jewtuszko  vs. Curt Warburton ,L/W
Anderson Silva  vs. Vitor Belfort ,W/L
Forrest Griffin  vs. Rich Franklin ,W/L
Jon Jones  vs. Ryan Bader ,W/L
Jake Ellenberger  vs. Carlos Eduardo Rocha ,W/L
Miguel Torres  vs. Antonio Banuelos ,W/L
Donald Cerrone  vs. Paul Kelly ,W/L
Chad Mendes  vs. Michihiro Omigawa ,W/L
Norifumi Yamamoto  vs. Demetrious Johnson ,L/W
Paul Taylor  vs. Gabe Ruediger ,W/L
Kyle Kingsbury  vs. Ricardo Romero ,W/L
Mike Pierce  vs. Kenny Robertson ,W/L
Melvin Guillard  vs. Evan Dunham ,W/L
Matt Mitrione  vs. Tim Hague ,W/L
Mark Hominick  vs. George Roop ,W/L
Pat Barry  vs. Joey Beltran ,W/L
Cole Miller  vs. Matt Wiman ,L/W
Cody McKenzie  vs. Yves Edwards ,L/W
DaMarques Johnson  vs. Mike Guymon ,W/L
Rani Yahya  vs. Mike Brown ,W/L
Waylon Lowe  vs. Willamy Freire ,W/L
Charlie Brenneman  vs. Amilcar Alves ,W/L
Will Campuzano  vs. Chris Cariaso ,L/W
Frankie Edgar  vs. Gray Maynard ,D/D
Chris Leben  vs. Brian Stann ,L/W
Brandon Vera  vs. Thiago Silva ,NC/NC
Nate Diaz  vs. Dong Hyun Kim ,L/W
Clay Guida  vs. Takanori Gomi ,W/L
Jeremy Stephens  vs. Marcus Davis ,W/L
Dustin Poirier  vs. Josh Grispi ,W/L
Phil Baroni  vs. Brad Tavares ,L/W
Mike Brown  vs. Diego Nunes ,L/W
Daniel Roberts  vs. Greg Soto ,W/L
Jacob Volkmann  vs. Antonio McKee ,W/L
Georges St-Pierre  vs. Josh Koscheck ,W/L
Stefan Struve  vs. Sean McCorkle ,W/L
Jim Miller  vs. Charles Oliveira ,W/L
Joe Stevenson  vs. Mac Danzig ,L/W
Thiago Alves  vs. John Howard ,W/L
Joe Doerksen  vs. Dan Miller ,L/W
Mark Bocek  vs. Dustin Hazelett ,W/L
Jesse Bongfeldt  vs. Rafael Natal ,D/D
Matthew Riddle  vs. Sean Pierson ,L/W
TJ Grant  vs. Ricardo Almeida ,L/W
Pat Audinwood  vs. John Makdessi ,L/W
Jonathan Brookins  vs. Michael Johnson ,W/L
Stephan Bonnar  vs. Igor Pokrajac ,W/L
Kendall Grove  vs. Demian Maia ,L/W
Johny Hendricks  vs. Rick Story ,L/W
Nam Phan  vs. Leonard Garcia ,L/W
Cody McKenzie  vs. Aaron Wilkinson ,W/L
Ian Loveland  vs. Tyler Toner ,W/L
Sako Chivitchian  vs. Kyle Watson ,L/W
Will Campuzano  vs. Nick Pace ,L/W
Fredson Paixao  vs. Pablo Garza ,L/W
Rich Attonito  vs. David Branch ,L/W
Quinton Jackson  vs. Lyoto Machida ,W/L
Matt Hughes  vs. BJ Penn ,L/W
Gerald Harris  vs. Maiquel Falcao ,L/W
Phil Davis  vs. Tim Boetsch ,W/L
George Sotiropoulos  vs. Joe Lauzon ,W/L
Matt Brown  vs. Brian Foster ,L/W
Aaron Simpson  vs. Mark Munoz ,L/W
Karo Parisyan  vs. Dennis Hallman ,L/W
Mike Lullo  vs. Edson Barboza ,L/W
Paul Kelly  vs. TJ O'Brien ,W/L
Tyson Griffin  vs. Nik Lentz ,L/W
Nate Marquardt  vs. Yushin Okami ,L/W
Dennis Siver  vs. Andre Winner ,W/L
Amir Sadollah  vs. Peter Sobotta ,W/L
Krzysztof Soszynski  vs. Goran Reljic ,W/L
Duane Ludwig  vs. Nick Osipczak ,W/L
Vladimir Matyushenko  vs. Alexandre Ferreira ,W/L
Pascal Krauss  vs. Mark Scanlon ,W/L
Kyle Noke  vs. Rob Kimmons ,W/L
Seth Petruzelli  vs. Karlos Vemola ,L/W
Kris McCray  vs. Carlos Eduardo Rocha ,L/W
Brock Lesnar  vs. Cain Velasquez ,L/W
Jake Shields  vs. Martin Kampmann ,W/L
Diego Sanchez  vs. Paulo Thiago ,W/L
Tito Ortiz  vs. Matt Hamill ,L/W
Brendan Schaub  vs. Gabriel Gonzaga ,W/L
Court McGee  vs. Ryan Jensen ,W/L
Patrick Cote  vs. Tom Lawlor ,L/W
Mike Guymon  vs. Daniel Roberts ,L/W
Sam Stout  vs. Paul Taylor ,W/L
Chris Camozzi  vs. Dongi Yang ,W/L
Jon Madsen  vs. Gilbert Yvel ,W/L
Michael Bisping  vs. Yoshihiro Akiyama ,W/L
Dan Hardy  vs. Carlos Condit ,L/W
John Hathaway  vs. Mike Pyle ,L/W
Cheick Kongo  vs. Travis Browne ,D/D
James Wilks  vs. Claude Patrick ,L/W
Cyrille Diabate  vs. Alexander Gustafsson ,L/W
Rob Broughton  vs. Vinicius Queiroz ,W/L
Paul Sass  vs. Mark Holst ,W/L
Spencer Fisher  vs. Curt Warburton ,W/L
James McSweeney  vs. Fabio Maldonado ,L/W
Frank Mir  vs. Mirko Filipovic ,W/L
Rogerio Nogueira  vs. Ryan Bader ,L/W
Matt Serra  vs. Chris Lytle ,L/W
Sean Sherk  vs. Evan Dunham ,W/L
Melvin Guillard  vs. Jeremy Stephens ,W/L
CB Dollaway  vs. Joe Doerksen ,W/L
Matt Mitrione  vs. Joey Beltran ,W/L
Thiago Tavares  vs. Pat Audinwood ,W/L
Steve Lopez  vs. Waylon Lowe ,L/W
TJ Grant  vs. Julio Paulino ,W/L
Mark Hunt  vs. Sean McCorkle ,L/W
Nate Marquardt  vs. Rousimar Palhares ,W/L
Efrain Escudero  vs. Charles Oliveira ,L/W
Jim Miller  vs. Gleison Tibau ,W/L
Cole Miller  vs. Ross Pearson ,W/L
Yves Edwards  vs. John Gunderson ,W/L
Jared Hamman  vs. Kyle Kingsbury ,L/W
Tomasz Drwal  vs. David Branch ,L/W
Rich Attonito  vs. Rafael Natal ,W/L
TJ Waldburger  vs. David Mitchell ,W/L
Brian Foster  vs. Forrest Petz ,W/L
Frankie Edgar  vs. BJ Penn ,W/L
Randy Couture  vs. James Toney ,W/L
Demian Maia  vs. Mario Miranda ,W/L
Kenny Florian  vs. Gray Maynard ,L/W
Nate Diaz  vs. Marcus Davis ,W/L
Joe Lauzon  vs. Gabe Ruediger ,W/L
Andre Winner  vs. Nik Lentz ,L/W
Dan Miller  vs. John Salter ,W/L
Nick Osipczak  vs. Greg Soto ,L/W
Mike Pierce  vs. Amilcar Alves ,W/L
Anderson Silva  vs. Chael Sonnen ,W/L
Jon Fitch  vs. Thiago Alves ,W/L
Clay Guida  vs. Rafael Dos Anjos ,W/L
Matt Hughes  vs. Ricardo Almeida ,W/L
Roy Nelson  vs. Junior Dos Santos ,L/W
Dustin Hazelett  vs. Rick Story ,L/W
Rodney Wallace  vs. Phil Davis ,L/W
Johny Hendricks  vs. Charlie Brenneman ,W/L
Todd Brown  vs. Tim Boetsch ,L/W
Stefan Struve  vs. Christian Morecraft ,W/L
Ben Saunders  vs. Dennis Hallman ,L/W
Jon Jones  vs. Vladimir Matyushenko ,W/L
Mark Munoz  vs. Yushin Okami ,L/W
John Howard  vs. Jake Ellenberger ,L/W
Tyson Griffin  vs. Takanori Gomi ,L/W
Paul Kelly  vs. Jacob Volkmann ,L/W
DaMarques Johnson  vs. Matthew Riddle ,L/W
James Irvin  vs. Igor Pokrajac ,L/W
Brian Stann  vs. Mike Massenzio ,W/L
Darren Elkins  vs. Charles Oliveira ,L/W
Rob Kimmons  vs. Steve Steinbeiss ,W/L
Brock Lesnar  vs. Shane Carwin ,W/L
Chris Leben  vs. Yoshihiro Akiyama ,W/L
Chris Lytle  vs. Matt Brown ,W/L
Krzysztof Soszynski  vs. Stephan Bonnar ,L/W
George Sotiropoulos  vs. Kurt Pellegrino ,W/L
Brendan Schaub  vs. Chris Tuchscherer ,W/L
Seth Petruzelli  vs. Ricardo Romero ,L/W
Kendall Grove  vs. Goran Reljic ,W/L
Gerald Harris  vs. David Branch ,W/L
Forrest Petz  vs. Daniel Roberts ,L/W
Jon Madsen  vs. Karlos Vemola ,W/L
Court McGee  vs. Kris McCray ,W/L
Keith Jardine  vs. Matt Hamill ,L/W
Chris Leben  vs. Aaron Simpson ,W/L
Spencer Fisher  vs. Dennis Siver ,L/W
Jamie Yager  vs. Rich Attonito ,L/W
John Gunderson  vs. Mark Holst ,W/L
Brad Tavares  vs. Seth Baczynski ,W/L
Josh Bryant  vs. Kyle Noke ,L/W
Chris Camozzi  vs. James Hammortree ,W/L
James McSweeney  vs. Travis Browne ,L/W
Chuck Liddell  vs. Rich Franklin ,L/W
Mirko Filipovic  vs. Pat Barry ,W/L
Paulo Thiago  vs. Martin Kampmann ,L/W
Ben Rothwell  vs. Gilbert Yvel ,W/L
Carlos Condit  vs. Rory MacDonald ,W/L
Tyson Griffin  vs. Evan Dunham ,L/W
Mac Danzig  vs. Matt Wiman ,L/W
David Loiseau  vs. Mario Miranda ,L/W
James Wilks  vs. Peter Sobotta ,W/L
Ricardo Funch  vs. Claude Patrick ,L/W
Mike Pyle  vs. Jesse Lennox ,W/L
Quinton Jackson  vs. Rashad Evans ,L/W
Michael Bisping  vs. Dan Miller ,W/L
Todd Duffee  vs. Mike Russow ,L/W
Jason Brilz  vs. Rogerio Nogueira ,L/W
Diego Sanchez  vs. John Hathaway ,L/W
Amir Sadollah  vs. Dong Hyun Kim ,L/W
Efrain Escudero  vs. Dan Lauzon ,W/L
Melvin Guillard  vs. Waylon Lowe ,W/L
Luiz Cane  vs. Cyrille Diabate ,L/W
Aaron Riley  vs. Joe Brammer ,W/L
Jesse Forbes  vs. Ryan Jensen ,L/W
Lyoto Machida  vs. Mauricio Rua ,L/W
Josh Koscheck  vs. Paul Daley ,W/L
Sam Stout  vs. Jeremy Stephens ,L/W
Kevin Ferguson  vs. Matt Mitrione ,L/W
